OrderNumber,PizzaNumber,ReceivedTime,Canceled,CancelReason,StartedTime,ReadyTime,Dough,Sauce,Cheese,Toppings,PizzaIngredDesc
89,2,08-Jun-2021 16:10:56,0,NC,08-Jun-2021 16:10:56,08-Jun-2021 16:21:48,0.454080964247777,0.262058588723231,0.316061223547827,0,"Order #89, Pizza 2 of 3: cheese"
89,3,08-Jun-2021 16:10:56,0,NC,08-Jun-2021 16:10:56,08-Jun-2021 16:21:58,0.514660457075001,0.261676953802084,0.380513965032287,0.0887726562161531,"Order #89, Pizza 3 of 3: olives"
90,1,08-Jun-2021 16:16:41,0,NC,08-Jun-2021 16:16:41,08-Jun-2021 16:27:37,0.325528281451298,0.280220163485579,0.507002332076047,0,"Order #90, Pizza 1 of 4: cheese, heavy cheese"
90,2,08-Jun-2021 16:16:41,0,NC,08-Jun-2021 16:16:41,08-Jun-2021 16:27:40,0.448979196475517,0.233647763354901,0.394307783041361,0.105282858115773,"Order #90, Pizza 2 of 4: sausage"
90,3,08-Jun-2021 16:16:41,0,NC,08-Jun-2021 16:16:41,08-Jun-2021 16:27:41,0.549328100108202,0.218629333957176,0.295055928616256,0,"Order #90, Pizza 3 of 4: cheese"
90,4,08-Jun-2021 16:16:41,0,NC,08-Jun-2021 16:16:41,08-Jun-2021 16:27:50,0.702682245834428,0.254236631335606,0.592825412854139,0.289444460783676,"Order #90, Pizza 4 of 4: extra bacon, pineapple, heavy cheese"
91,1,08-Jun-2021 16:24:18,0,NC,08-Jun-2021 16:24:18,08-Jun-2021 16:35:21,0.373927109798944,0.24554435984129,0.343522033187896,0.176629382123391,"Order #91, Pizza 1 of 1: mushroom, tomato"
92,1,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:15,08-Jun-2021 17:02:17,0.560387660171555,0.236874527512391,0.332914917440642,0.0893906659938548,"Order #92, Pizza 1 of 7: hot peppers"
92,2,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:15,08-Jun-2021 17:02:23,0.529260078922558,0.250967800353195,0.472446352683274,0.129054839219797,"Order #92, Pizza 2 of 7: onions, heavy cheese"
92,3,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:15,08-Jun-2021 17:02:24,0.458446911941356,0.331705715098891,0.529699121643825,0.180333043595983,"Order #92, Pizza 3 of 7: pepperoni, spinach, heavy sauce, heavy cheese"
92,4,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:15,08-Jun-2021 17:02:33,0.352061255445662,0.235954719856396,0.184390294797618,0.210806274913955,"Order #92, Pizza 4 of 7: mushroom, eggplant, light cheese"
92,5,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:59,08-Jun-2021 17:02:58,0.461445140590882,0.253368226418433,0.553964642171654,0.108014618151262,"Order #92, Pizza 5 of 7: mushroom, heavy cheese"
92,6,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:58,08-Jun-2021 17:03:01,0.2858750862535,0.26803879943718,0.287952138605561,0.192431844829969,"Order #92, Pizza 6 of 7: pepperoni, broccoli"
92,7,08-Jun-2021 16:51:15,0,NC,08-Jun-2021 16:51:57,08-Jun-2021 17:03:09,0.480786285660158,0.363064460974983,0.401852414742387,0.0904801238603323,"Order #92, Pizza 7 of 7: pineapple, heavy sauce"
93,1,08-Jun-2021 16:52:49,0,NC,08-Jun-2021 16:52:49,08-Jun-2021 17:03:42,0.509125011576239,0.232715707081221,0.288751269113637,0.115760208100935,"Order #93, Pizza 1 of 2: mushroom"
93,2,08-Jun-2021 16:52:49,0,NC,08-Jun-2021 16:52:49,08-Jun-2021 17:03:43,0.473856451319756,0.237530125513666,0.374269301821379,0,"Order #93, Pizza 2 of 2: cheese"
94,1,08-Jun-2021 16:58:49,0,NC,08-Jun-2021 16:58:49,08-Jun-2021 17:09:50,0.374457663885476,0.154719277671561,0.373067246794473,0,"Order #94, Pizza 1 of 5: cheese, light sauce"
94,2,08-Jun-2021 16:58:49,0,NC,08-Jun-2021 16:58:49,08-Jun-2021 17:09:51,0.381554856349117,0.244797211392179,0.312496569247915,0.0895037401202018,"Order #94, Pizza 2 of 5: pepperoni"
94,3,08-Jun-2021 16:58:49,0,NC,08-Jun-2021 16:58:49,08-Jun-2021 17:09:53,0.479717236532568,0.270672112971733,0.37781393304605,0.212021384557625,"Order #94, Pizza 3 of 5: olives, prosciutto"
94,4,08-Jun-2021 16:58:49,0,NC,08-Jun-2021 16:58:49,08-Jun-2021 17:10:06,0.540265481180427,0.271332615417451,0.424205894427969,0,"Order #94, Pizza 4 of 5: cheese"
94,5,08-Jun-2021 16:58:49,0,NC,08-Jun-2021 16:59:28,08-Jun-2021 17:10:48,0.396078534902633,0.269018893436602,0.339295330972566,0.0902104403613509,"Order #94, Pizza 5 of 5: sausage"
95,1,08-Jun-2021 16:59:33,0,NC,08-Jun-2021 16:59:38,08-Jun-2021 17:10:38,0.473966432583994,0.242825935493081,0.398031316701936,0.114674750475516,"Order #95, Pizza 1 of 3: olives"
95,2,08-Jun-2021 16:59:33,0,NC,08-Jun-2021 16:59:33,08-Jun-2021 17:10:43,0.687957909648159,0.238843936707518,0.426812119604505,0.0956967750699422,"Order #95, Pizza 2 of 3: olives"
95,3,08-Jun-2021 16:59:33,0,NC,08-Jun-2021 16:59:33,08-Jun-2021 17:10:50,0.487879175367876,0.265555785711767,0.434487851357235,0.0974797727976713,"Order #95, Pizza 3 of 3: mushroom, heavy cheese"
96,1,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:14:53,08-Jun-2021 17:25:49,0.443926949730516,0.330435967798995,0.407572386645473,0.110409513390321,"Order #96, Pizza 1 of 9: pepperoni, heavy sauce"
96,2,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:14:53,08-Jun-2021 17:25:51,0.412831640808531,0.282363022834063,0.334806899065867,0,"Order #96, Pizza 2 of 9: cheese"
96,3,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:14:53,08-Jun-2021 17:25:59,0.450059792495339,0.306184637071302,0.256323792243533,0.105740642937868,"Order #96, Pizza 3 of 9: mushroom"
96,4,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:14:53,08-Jun-2021 17:26:15,0.459626525625348,0.255766849309119,0.472529075251231,0.273089959796778,"Order #96, Pizza 4 of 9: pepperoni, tomato, spinach, heavy cheese"
96,5,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:15:35,08-Jun-2021 17:26:27,0.540195387682984,0.247797775260012,0.427125364118806,0.221931893866967,"Order #96, Pizza 5 of 9: pepperoni, mushroom"
96,6,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:15:45,08-Jun-2021 17:26:35,0.418146951427594,0.268926817168365,0.444931496446121,0.331779417688777,"Order #96, Pizza 6 of 9: pepperoni, hot peppers, mushroom"
96,7,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:15:30,08-Jun-2021 17:26:40,0.419544000307681,0.26127275168814,0.565434809925978,0.115272947431707,"Order #96, Pizza 7 of 9: mushroom, heavy cheese"
96,8,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:15:47,08-Jun-2021 17:26:55,0.492080959776965,0.255155498227488,0.315898882297419,0.328126298178505,"Order #96, Pizza 8 of 9: mushroom, eggplant, artichokes"
96,9,08-Jun-2021 17:14:53,0,NC,08-Jun-2021 17:16:16,08-Jun-2021 17:27:20,0.489746698553967,0.352680532436378,0.288060885400942,0,"Order #96, Pizza 9 of 9: cheese, heavy sauce"
99,1,08-Jun-2021 17:15:49,0,NC,08-Jun-2021 17:16:21,08-Jun-2021 17:27:24,0.458236337598997,0.223039499280583,0.21972248626775,0,"Order #99, Pizza 1 of 1: cheese, light cheese"
97,1,08-Jun-2021 17:16:10,0,NC,08-Jun-2021 17:16:22,08-Jun-2021 17:27:22,0.39983247954991,0.219897490808335,0.289894354843634,0.297660548644963,"Order #97, Pizza 1 of 1: bacon, onions, hot peppers"
98,1,08-Jun-2021 17:16:13,0,NC,08-Jun-2021 17:16:26,08-Jun-2021 17:27:23,0.548096718813606,0.175151110348627,0.386343794174309,0.258463770296738,"Order #98, Pizza 1 of 1: extra ham, artichokes, light sauce"
100,1,08-Jun-2021 17:17:28,0,NC,08-Jun-2021 17:17:28,08-Jun-2021 17:28:30,0.440532279113993,0.224419462164407,0.202302545669153,0.095806394336556,"Order #100, Pizza 1 of 2: pineapple, light cheese"
100,2,08-Jun-2021 17:17:28,0,NC,08-Jun-2021 17:17:28,08-Jun-2021 17:28:41,0.435880959674675,0.255580918374163,0.356261352147706,0.204894334156127,"Order #100, Pizza 2 of 2: sweet peppers, eggplant"
101,1,08-Jun-2021 17:17:43,0,NC,08-Jun-2021 17:17:43,08-Jun-2021 17:28:46,0.560657113245448,0.219587073487743,0.344967512777759,0.200456885801122,"Order #101, Pizza 1 of 4: mushroom, artichokes"
101,2,08-Jun-2021 17:17:43,0,NC,08-Jun-2021 17:17:43,08-Jun-2021 17:28:58,0.465368124681551,0.23541388336269,0.523049767751148,0.0981015801718685,"Order #101, Pizza 2 of 4: onions, heavy cheese"
101,3,08-Jun-2021 17:17:43,0,NC,08-Jun-2021 17:18:19,08-Jun-2021 17:29:15,0.527640534557539,0.273869677240104,0.353304143646331,0,"Order #101, Pizza 3 of 4: cheese"
101,4,08-Jun-2021 17:17:43,0,NC,08-Jun-2021 17:18:17,08-Jun-2021 17:29:38,0.355776913099684,0.246520130753727,0.276821791655684,0.27281143957139,"Order #101, Pizza 4 of 4: pepperoni, mushroom, sausage"
102,1,08-Jun-2021 17:20:32,0,NC,08-Jun-2021 17:20:32,08-Jun-2021 17:31:37,0.353199748704429,0.228600786143994,0.323097596726282,0.208237651905103,"Order #102, Pizza 1 of 1: chicken, salami"
103,1,08-Jun-2021 17:22:15,0,NC,08-Jun-2021 17:22:15,08-Jun-2021 17:33:21,0.462329615002751,0.252270405602204,0.453086172461754,0.180329764389623,"Order #103, Pizza 1 of 2: bacon, onions, heavy cheese"
103,2,08-Jun-2021 17:22:15,0,NC,08-Jun-2021 17:22:15,08-Jun-2021 17:33:30,0.454162524537444,0.212929368473076,0.390565641637685,0,"Order #103, Pizza 2 of 2: cheese"
104,1,08-Jun-2021 17:24:34,0,NC,08-Jun-2021 17:24:34,08-Jun-2021 17:35:44,0.513539668057626,0.251446952167187,0.325494799031184,0.291686070668086,"Order #104, Pizza 1 of 1: spinach, mushroom, eggplant"
105,1,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:30:19,08-Jun-2021 17:41:26,0.360804951525901,0.239420230138465,0.391506928611179,0,"Order #105, Pizza 1 of 7: cheese"
105,2,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:30:19,08-Jun-2021 17:41:31,0.46923819877435,0.244777329452669,0.389724485048528,0.0979653000084249,"Order #105, Pizza 2 of 7: onions"
105,3,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:30:19,08-Jun-2021 17:41:36,0.47113093935322,0.273220085711931,0.327632965638591,0.304854953289691,"Order #105, Pizza 3 of 7: extra pineapple, ham"
105,4,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:30:19,08-Jun-2021 17:41:39,0.379036548493757,0.260078384853817,0.405688314835517,0.104019637412927,"Order #105, Pizza 4 of 7: pepperoni"
105,5,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:31:08,08-Jun-2021 17:42:03,0.591798604956433,0.340570918282026,0.181736432585631,0.0754706525247272,"Order #105, Pizza 5 of 7: sweet peppers, heavy sauce, light cheese"
105,6,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:31:06,08-Jun-2021 17:42:10,0.369435797799274,0.157563585937743,0.323641464366019,0,"Order #105, Pizza 6 of 7: cheese, light sauce"
105,7,08-Jun-2021 17:30:19,0,NC,08-Jun-2021 17:31:06,08-Jun-2021 17:42:19,0.513626624293288,0.286061270214329,0.499182752295893,0.196442198263316,"Order #105, Pizza 7 of 7: chicken, hot peppers, heavy cheese"
106,1,08-Jun-2021 17:33:50,0,NC,08-Jun-2021 17:33:50,08-Jun-2021 17:44:40,0.504469423535003,0.165665638616737,0.208723394100989,0.113106488231457,"Order #106, Pizza 1 of 4: pineapple, light sauce, light cheese"
106,2,08-Jun-2021 17:33:50,0,NC,08-Jun-2021 17:33:50,08-Jun-2021 17:44:47,0.513436029087857,0.249971142022749,0.318024194959762,0.202528816620694,"Order #106, Pizza 2 of 4: mushroom, onions"
106,3,08-Jun-2021 17:33:50,0,NC,08-Jun-2021 17:33:50,08-Jun-2021 17:44:49,0.482414980804935,0.218263572001931,0.409961840851386,0,"Order #106, Pizza 3 of 4: cheese"
106,4,08-Jun-2021 17:33:50,0,NC,08-Jun-2021 17:33:50,08-Jun-2021 17:44:54,0.40700261122634,0.112652236308256,0.392162878857159,0,"Order #106, Pizza 4 of 4: cheese, light sauce"
107,1,08-Jun-2021 17:35:18,0,NC,08-Jun-2021 17:35:18,08-Jun-2021 17:46:08,0.364072669089739,0.147038080848659,0.53924205658101,0.187792307482143,"Order #107, Pizza 1 of 4: mushroom, onions, light sauce, heavy cheese"
107,2,08-Jun-2021 17:35:18,0,NC,08-Jun-2021 17:35:18,08-Jun-2021 17:46:15,0.510878384817471,0.263540353136949,0.343886652922505,0.309386143651799,"Order #107, Pizza 2 of 4: sausage, tomato, mushroom"
107,3,08-Jun-2021 17:35:18,0,NC,08-Jun-2021 17:35:18,08-Jun-2021 17:46:21,0.526390914424572,0.233271389510939,0.153124367834189,0.309546623573532,"Order #107, Pizza 3 of 4: sausage, pepperoni, broccoli, light cheese"
107,4,08-Jun-2021 17:35:18,0,NC,08-Jun-2021 17:35:18,08-Jun-2021 17:46:22,0.474185605995752,0.260832167325109,0.351718993172188,0,"Order #107, Pizza 4 of 4: cheese"
108,1,08-Jun-2021 17:37:55,0,NC,08-Jun-2021 17:37:55,08-Jun-2021 17:49:02,0.430817463640859,0.277928180563636,0.463724744863717,0.08312328218348,"Order #108, Pizza 1 of 1: sausage, heavy cheese"
109,1,08-Jun-2021 17:46:14,0,NC,08-Jun-2021 17:46:14,08-Jun-2021 17:57:18,0.605475043987785,0.233927770315593,0.171001727348542,0.209340361875078,"Order #109, Pizza 1 of 1: pepperoni, spinach, light cheese"
110,1,08-Jun-2021 17:54:25,0,NC,08-Jun-2021 17:54:25,08-Jun-2021 18:05:25,0.579180901352983,0.246013919587231,0.270089635025339,0.0830525767967042,"Order #110, Pizza 1 of 4: bacon"
110,2,08-Jun-2021 17:54:25,0,NC,08-Jun-2021 17:54:25,08-Jun-2021 18:05:31,0.604441232700187,0.260565315673627,0.499723021947925,0.300294812332049,"Order #110, Pizza 2 of 4: extra hot peppers, prosciutto, heavy cheese"
110,3,08-Jun-2021 17:54:25,0,NC,08-Jun-2021 17:54:25,08-Jun-2021 18:05:32,0.450364928764953,0.254111271109087,0.39818346866134,0,"Order #110, Pizza 3 of 4: cheese"
110,4,08-Jun-2021 17:54:25,0,NC,08-Jun-2021 17:54:25,08-Jun-2021 18:05:35,0.556979043450253,0.240517841589462,0.180327296202737,0,"Order #110, Pizza 4 of 4: cheese, light cheese"
111,1,08-Jun-2021 18:05:57,0,NC,08-Jun-2021 18:05:57,08-Jun-2021 18:16:46,0.366715349359028,0.212909455252341,0.354045184240524,0.282432513888429,"Order #111, Pizza 1 of 1: pineapple, olives, bacon"
112,1,08-Jun-2021 18:20:42,0,NC,08-Jun-2021 18:20:42,08-Jun-2021 18:31:59,0.501818618114657,0.150486298994221,0.552923735073828,0.0878867782786523,"Order #112, Pizza 1 of 1: onions, light sauce, heavy cheese"
113,1,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:20,08-Jun-2021 18:34:09,0.415086782635609,0.268015061912917,0.353384235487238,0,"Order #113, Pizza 1 of 14: cheese"
113,2,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:20,08-Jun-2021 18:34:09,0.412996850974968,0.233969217119958,0.18616851732382,0,"Order #113, Pizza 2 of 14: cheese, light cheese"
113,3,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:20,08-Jun-2021 18:34:16,0.471736781120721,0.303471635543988,0.335907395088772,0.114206058733228,"Order #113, Pizza 3 of 14: pineapple"
113,4,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:20,08-Jun-2021 18:34:21,0.490194666645029,0.250660238291101,0.312433581387254,0.205478787591015,"Order #113, Pizza 4 of 14: sausage, mushroom"
113,5,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:59,08-Jun-2021 18:34:51,0.485025889805258,0.342509299291484,0.336338699815978,0.0812253517877661,"Order #113, Pizza 5 of 14: sweet peppers, heavy sauce"
113,6,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:56,08-Jun-2021 18:34:51,0.510333264662593,0.170269285999802,0.489520969509772,0.124873605724472,"Order #113, Pizza 6 of 14: pepperoni, light sauce, heavy cheese"
113,7,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:23:57,08-Jun-2021 18:35:15,0.402840904193129,0.169138791361988,0.467760876211429,0,"Order #113, Pizza 7 of 14: cheese, light sauce, heavy cheese"
113,8,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:24:07,08-Jun-2021 18:35:29,0.384923010849346,0.236198692734404,0.418381014820955,0.114287527001992,"Order #113, Pizza 8 of 14: sausage"
113,9,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:24:34,08-Jun-2021 18:35:31,0.394996019593541,0.252567761173272,0.356513693604971,0.297664577173909,"Order #113, Pizza 9 of 14: spinach, olives, prosciutto"
113,10,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:24:46,08-Jun-2021 18:35:43,0.39813624719166,0.248877118581861,0.342027007249115,0.0969031232382792,"Order #113, Pizza 10 of 14: spinach"
113,11,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:24:31,08-Jun-2021 18:35:48,0.344741500137351,0.213462076585641,0.446748206269573,0.213857294308733,"Order #113, Pizza 11 of 14: pepperoni, hot peppers, heavy cheese"
113,12,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:25:01,08-Jun-2021 18:35:54,0.545087573637142,0.252024549891171,0.323655329499544,0.0852234433634976,"Order #113, Pizza 12 of 14: pepperoni"
113,13,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:25:20,08-Jun-2021 18:36:22,0.331612607181605,0.220869068241063,0.337319301125561,0.309744078751022,"Order #113, Pizza 13 of 14: sweet peppers, olives, broccoli"
113,14,08-Jun-2021 18:23:20,0,NC,08-Jun-2021 18:25:23,08-Jun-2021 18:36:33,0.324669900068274,0.25438924776842,0.476496888136828,0,"Order #113, Pizza 14 of 14: cheese, heavy cheese"
114,1,08-Jun-2021 18:26:44,0,NC,08-Jun-2021 18:26:44,08-Jun-2021 18:37:50,0.49284442372682,0.236206385584526,0.326085645810558,0.20301794921038,"Order #114, Pizza 1 of 1: onions, spinach"
115,1,08-Jun-2021 18:43:32,0,NC,08-Jun-2021 18:43:32,08-Jun-2021 18:54:40,0.50336265290151,0.263056421899057,0.350260371129093,0.317691683469515,"Order #115, Pizza 1 of 2: sausage, pepperoni, anchovies"
115,2,08-Jun-2021 18:43:32,0,NC,08-Jun-2021 18:43:32,08-Jun-2021 18:54:53,0.370694489213189,0.232147546886787,0.518980358809411,0,"Order #115, Pizza 2 of 2: cheese, heavy cheese"
116,1,08-Jun-2021 18:52:04,0,NC,08-Jun-2021 18:52:04,08-Jun-2021 19:03:06,0.497051033143486,0.122683033789449,0.574048197311879,0,"Order #116, Pizza 1 of 3: cheese, light sauce, heavy cheese"
116,2,08-Jun-2021 18:52:04,0,NC,08-Jun-2021 18:52:04,08-Jun-2021 19:03:09,0.290165833309795,0.255723238023404,0.336543969604447,0.0837337102451101,"Order #116, Pizza 2 of 3: pineapple"
116,3,08-Jun-2021 18:52:04,0,NC,08-Jun-2021 18:52:04,08-Jun-2021 19:03:09,0.456762956566092,0.254768912712971,0.369990025229736,0.318485458637918,"Order #116, Pizza 3 of 3: artichokes, olives, onions"
117,1,08-Jun-2021 18:54:43,0,NC,08-Jun-2021 18:54:43,08-Jun-2021 19:05:44,0.51347220470815,0.25408264091496,0.295151833193481,0.113271223586886,"Order #117, Pizza 1 of 1: ham"
119,1,08-Jun-2021 18:59:32,0,NC,08-Jun-2021 18:59:32,08-Jun-2021 19:10:41,0.468062571154755,0.241171652423831,0.348238617159507,0.0968883148098835,"Order #119, Pizza 1 of 1: pepperoni"
118,1,08-Jun-2021 19:00:34,0,NC,08-Jun-2021 19:00:34,08-Jun-2021 19:11:30,0.44281578083349,0.231460969335352,0.346325573142325,0,"Order #118, Pizza 1 of 3: cheese"
118,2,08-Jun-2021 19:00:34,0,NC,08-Jun-2021 19:00:34,08-Jun-2021 19:11:36,0.433984881102697,0.268541439463234,0.513966253486216,0,"Order #118, Pizza 2 of 3: cheese, heavy cheese"
118,3,08-Jun-2021 19:00:34,0,NC,08-Jun-2021 19:00:34,08-Jun-2021 19:11:59,0.460331829060159,0.261926712515329,0.498795058820227,0.116140488308822,"Order #118, Pizza 3 of 3: pineapple, heavy cheese"
120,1,08-Jun-2021 19:07:43,0,NC,08-Jun-2021 19:07:43,08-Jun-2021 19:18:32,0.315647828931363,0.2241547116427,0.473828705578614,0.104833904227103,"Order #120, Pizza 1 of 4: olives, heavy cheese"
120,2,08-Jun-2021 19:07:43,0,NC,08-Jun-2021 19:07:43,08-Jun-2021 19:18:33,0.52133171205664,0.218962718629355,0.440607817342893,0.181763622463809,"Order #120, Pizza 2 of 4: sausage, broccoli"
120,3,08-Jun-2021 19:07:43,0,NC,08-Jun-2021 19:07:43,08-Jun-2021 19:18:46,0.453954771803098,0.246055630889164,0.362327150399245,0.0979385826044217,"Order #120, Pizza 3 of 4: ham"
120,4,08-Jun-2021 19:07:43,0,NC,08-Jun-2021 19:07:43,08-Jun-2021 19:18:56,0.226081444333406,0.119560632759252,0.389609886106075,0.269849548297525,"Order #120, Pizza 4 of 4: extra eggplant, broccoli, light sauce"
121,1,08-Jun-2021 19:08:56,0,NC,08-Jun-2021 19:08:56,08-Jun-2021 19:20:12,0.493947931839343,0.238415663201537,0.357658280120362,0.192263347162665,"Order #121, Pizza 1 of 1: pepperoni, tomato"
123,1,08-Jun-2021 19:18:39,0,NC,08-Jun-2021 19:18:39,08-Jun-2021 19:29:30,0.332487351719459,0.259725651268394,0.488650396575668,0.225358041618597,"Order #123, Pizza 1 of 3: mushroom, olives"
123,2,08-Jun-2021 19:18:39,0,NC,08-Jun-2021 19:18:39,08-Jun-2021 19:29:41,0.48372924330955,0.337358792411362,0.41002672406224,0.331031841169813,"Order #123, Pizza 2 of 3: sausage, artichokes, pepperoni, heavy sauce, heavy cheese"
123,3,08-Jun-2021 19:18:39,0,NC,08-Jun-2021 19:18:39,08-Jun-2021 19:29:48,0.537241136443569,0.24883193236107,0.182460034255572,0.308772908755204,"Order #123, Pizza 3 of 3: extra pepperoni, mushroom, light cheese"
122,1,08-Jun-2021 19:19:05,0,NC,08-Jun-2021 19:19:16,08-Jun-2021 19:30:09,0.521676324800093,0.252203096725111,0.262667338157919,0,"Order #122, Pizza 1 of 4: cheese, light cheese"
122,2,08-Jun-2021 19:19:05,0,NC,08-Jun-2021 19:19:05,08-Jun-2021 19:30:14,0.48500141743988,0.246054724211088,0.29769989535901,0.283370514556807,"Order #122, Pizza 2 of 4: bacon, sweet peppers, hot peppers"
122,3,08-Jun-2021 19:19:05,0,NC,08-Jun-2021 19:19:29,08-Jun-2021 19:30:28,0.397416249027519,0.239786060266507,0.408820764164256,0.19540385704672,"Order #122, Pizza 3 of 4: olives, eggplant"
122,4,08-Jun-2021 19:19:05,0,NC,08-Jun-2021 19:19:24,08-Jun-2021 19:30:29,0.470343544883239,0.305362460666844,0.458658335492003,0.109375310488437,"Order #122, Pizza 4 of 4: onions, heavy cheese"
124,1,08-Jun-2021 19:33:13,0,NC,08-Jun-2021 19:33:13,08-Jun-2021 19:44:06,0.333061372798455,0.238467082104977,0.198101295698825,0.0636552897179933,"Order #124, Pizza 1 of 1: onions, light cheese"
125,1,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:17,08-Jun-2021 19:45:05,0.408261550845164,0.244544038535524,0.307527565005284,0.0714178810414267,"Order #125, Pizza 1 of 6: sausage"
125,2,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:17,08-Jun-2021 19:45:10,0.638826397195475,0.231906872715896,0.365909617045462,0.140365831534198,"Order #125, Pizza 2 of 6: bacon"
125,3,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:17,08-Jun-2021 19:45:12,0.486347454268895,0.244160297052967,0.368326692169664,0.088920141340147,"Order #125, Pizza 3 of 6: pepperoni"
125,4,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:17,08-Jun-2021 19:45:15,0.38884724490469,0.28955807994727,0.31840269003758,0.220747334663387,"Order #125, Pizza 4 of 6: tomato, broccoli"
125,5,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:51,08-Jun-2021 19:45:48,0.374501765725634,0.354710534595434,0.327012609195754,0.297203389341151,"Order #125, Pizza 5 of 6: sausage, artichokes, hot peppers, heavy sauce"
125,6,08-Jun-2021 19:34:17,0,NC,08-Jun-2021 19:34:53,08-Jun-2021 19:45:51,0.44347591175526,0.28384956290591,0.558741360079841,0.207370604368354,"Order #125, Pizza 6 of 6: sausage, mushroom, heavy cheese"
126,1,08-Jun-2021 19:52:44,1,U,NaT,NaT,1e-09,1e-09,1e-09,1e-09,"Order #126, Pizza 1 of 2: pepperoni, heavy cheese"
126,2,08-Jun-2021 19:52:44,1,U,NaT,NaT,1e-09,1e-09,1e-09,1e-09,"Order #126, Pizza 2 of 2: mushroom, olives"
127,1,08-Jun-2021 19:54:11,0,NC,08-Jun-2021 19:54:11,08-Jun-2021 20:05:04,0.374789206128071,0.357470248165798,0.301458206657117,0.0814908819698194,"Order #127, Pizza 1 of 2: pineapple, heavy sauce"
127,2,08-Jun-2021 19:54:11,0,NC,08-Jun-2021 19:54:11,08-Jun-2021 20:05:23,0.457892826361832,0.225992488737135,0.511010375989846,0.215523235278401,"Order #127, Pizza 2 of 2: mushroom, spinach, heavy cheese"
128,1,08-Jun-2021 19:54:54,0,NC,08-Jun-2021 19:54:54,08-Jun-2021 20:05:45,0.33948516775602,0.208667043595631,0.598617583401324,0.115182228804123,"Order #128, Pizza 1 of 1: sweet peppers, heavy cheese"
129,1,08-Jun-2021 20:00:09,0,NC,08-Jun-2021 20:00:09,08-Jun-2021 20:11:16,0.443466868124819,0.117121698531007,0.350259921460051,0.305852282807096,"Order #129, Pizza 1 of 1: mushroom, onions, olives, light sauce"
130,1,08-Jun-2021 20:16:02,0,NC,08-Jun-2021 20:16:02,08-Jun-2021 20:26:58,0.427249989210621,0.265864693556155,0.359624755529876,0.321742056370229,"Order #130, Pizza 1 of 12: chicken, salami, onions"
130,2,08-Jun-2021 20:16:02,0,NC,08-Jun-2021 20:16:02,08-Jun-2021 20:26:58,0.501773497171622,0.143053814741581,0.426131052906475,0,"Order #130, Pizza 2 of 12: cheese, light sauce"
130,3,08-Jun-2021 20:16:02,0,NC,08-Jun-2021 20:16:02,08-Jun-2021 20:27:13,0.354991313734211,0.264815430777573,0.448105135949292,0.0930105839254768,"Order #130, Pizza 3 of 12: mushroom, heavy cheese"
130,4,08-Jun-2021 20:16:02,0,NC,08-Jun-2021 20:16:02,08-Jun-2021 20:27:23,0.452370556537824,0.145492307133066,0.518360941277633,0.126134491251563,"Order #130, Pizza 4 of 12: ham, light sauce, heavy cheese"
