individual-local-identifier,timestamp,location-long,location-lat,argos:lc,argos:nb-mes,sensor-type,manually-marked-outlier
"1999CA-Bmu-00834",1999-08-18 02:10:28.000,-119.91399999999999,34.089,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-18 12:40:29.000,-119.75999999999999,34.123,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-19 02:12:07.000,-119.773,34.084,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-19 12:28:45.000,-119.76999999999998,34.158,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-20 10:36:38.000,-119.99599999999998,34.369,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-20 12:18:54.000,-119.99099999999999,34.33,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-21 12:05:41.000,-119.59300000000002,34.032,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-22 02:19:29.000,-119.13900000000001,33.911,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-23 02:01:28.000,-119.71800000000002,34.11,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-23 02:26:36.000,-119.667,34.286,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-24 12:39:07.000,-119.77699999999999,34.104,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-26 02:31:03.000,-119.49700000000001,34.009,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-27 02:09:05.000,-119.869,34.309,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-27 12:38:10.000,-120.09699999999998,34.402,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-28 12:50:14.000,-119.03899999999999,34.025,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-29 12:17:15.000,-119.275,34.072,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-30 12:04:46.000,-121.04399999999998,34.458,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-08-31 02:23:57.000,-121.477,34.604,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-03 02:57:22.000,-120.86000000000001,34.801,"",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-03 12:57:41.000,-120.76400000000001,34.881,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-04 02:37:27.000,-120.91500000000002,35.042,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-04 12:47:04.000,-120.96800000000002,35.353,"1",7,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-05 02:14:12.000,-121.26400000000001,35.265,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-05 02:38:41.000,-121.24000000000001,35.281,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-05 10:55:27.000,-121.12700000000001,35.301,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-06 12:25:07.000,-120.76400000000001,35.083,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-07 10:33:10.000,-120.971,35.061,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-07 12:17:47.000,-121.416,35.001,"Z",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-07 12:32:28.000,-120.63,34.948,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-08 10:21:08.000,-121.007,35.002,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-12 12:56:54.000,-123.195,37.809,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-13 02:35:49.000,-123.239,37.793,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-13 12:45:11.000,-123.31299999999999,37.829,"1",7,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-14 02:17:46.000,-123.21699999999998,37.704,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-14 12:33:06.000,-123.27699999999999,37.922,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-17 02:47:54.000,-124.061,38.606,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-17 12:04:32.000,-124.417,38.215,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-19 02:19:13.000,-126.679,35.843,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-20 12:40:25.000,-125.594,34.799,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-21 02:57:04.000,-125.60399999999998,34.192,"2",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-22 02:34:53.000,-125.394,33.37,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-23 12:37:05.000,-124.936,32.768,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-09-26 02:45:12.000,-123.763,31.427,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-02 12:34:23.000,-137.942,34.529,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-07 02:01:48.000,-117.49000000000001,29.014,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-10 02:34:58.000,-115.48399999999998,27.768,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-10 10:59:42.000,-114.79599999999999,28.032,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-11 02:13:20.000,-115.02800000000002,27.31,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-12 12:49:17.000,-114.41500000000002,26.514,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-15 02:21:28.000,-112.951,25.072,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-17 12:39:34.000,-112.95600000000002,24.836,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-19 02:32:14.000,-112.98399999999998,24.78,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-20 10:50:07.000,-113.179,24.166,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-21 12:21:18.000,-113.25900000000001,23.828,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-21 12:52:48.000,-113.237,23.832,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-22 10:31:05.000,-113.07999999999998,23.814,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-22 12:14:41.000,-113.179,23.726,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-23 02:44:28.000,-113.09199999999998,23.728,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-23 10:18:00.000,-112.78800000000001,23.563,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-24 02:26:09.000,-112.356,23.454,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-26 12:37:24.000,-112.529,23.916,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-27 02:57:29.000,-111.834,23.734,"1",7,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-28 11:01:01.000,-112.70999999999998,24.435,"0",8,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-29 02:12:31.000,-112.63400000000001,24.371,"",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-29 14:35:49.000,-112.542,24.441,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-30 03:28:19.000,-112.23599999999999,24.077,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-30 15:57:55.000,-112.936,23.886,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-31 15:35:31.000,-113.56799999999998,24.009,"0",6,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-10-31 18:21:23.000,-113.75799999999998,24.477,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-01 11:58:01.000,-113.76600000000002,24.013,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-02 03:47:43.000,-113.31,24.333,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-02 17:57:01.000,-113.207,24.316,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-03 00:38:02.000,-113.08600000000001,24.32,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-03 11:36:25.000,-113.595,24.427,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-04 17:28:42.000,-113.04500000000002,24.445,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-04 22:41:41.000,-113.06799999999998,24.459,"0",12,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-05 15:21:43.000,-113.12700000000001,24.589,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-07 02:11:14.000,-113.416,24.642,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-08 10:38:12.000,-113.51499999999999,24.524,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-09 03:06:00.000,-113.98599999999999,24.451,"Z",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-09 10:26:50.000,-113.626,24.511,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-09 12:25:56.000,-113.279,24.487,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-10 02:48:36.000,-113.41899999999998,24.537,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-10 05:26:21.000,-113.756,24.303,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-10 17:55:38.000,-113.65300000000002,24.293,"0",7,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-11 02:24:33.000,-113.697,24.201,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-11 14:52:48.000,-113.834,23.641,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-12 01:59:15.000,-113.57299999999998,23.754,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-12 17:35:20.000,-115.089,23.237,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-14 02:55:53.000,-113.607,23.756,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-15 02:33:51.000,-113.637,23.697,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-15 15:03:52.000,-113.305,23.553,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-15 16:52:09.000,-113.21100000000001,23.799,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-15 23:55:53.000,-113.38499999999999,23.795,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-16 22:05:45.000,-113.168,23.887,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-17 03:33:25.000,-113.559,24.114,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-17 10:34:35.000,-113.37099999999998,24.027,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-18 03:09:00.000,-113.119,24.271,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-19 17:38:57.000,-113.97800000000001,24.849,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-19 23:12:07.000,-113.52699999999999,24.405,"2",4,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-20 17:26:09.000,-113.24799999999999,24.407,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-21 16:04:09.000,-113.33600000000001,24.664,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-21 22:47:43.000,-113.54500000000002,24.571,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-22 01:37:53.000,-113.42599999999999,24.503,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00834",1999-11-22 03:20:13.000,-113.547,24.57,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-03 02:44:04.000,-120.112,34.126,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-03 12:08:29.000,-120.00900000000001,34.087,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-04 02:20:00.000,-119.82999999999998,34.21,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-04 11:56:35.000,-120.99700000000001,34.186,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-06 14:23:21.000,-111.868,33.388,"1",5,"argos-doppler-shift",true
"1999CA-Bmu-00837",1999-08-09 02:10:36.000,-120.62700000000001,34.233,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-10 12:30:15.000,-121.221,34.127,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-11 12:18:50.000,-121.18,34.13,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-15 02:01:38.000,-120.42000000000002,32.822,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-15 12:44:41.000,-120.661,32.652,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-16 02:51:14.000,-121.35399999999998,32.567,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-17 02:32:58.000,-120.19200000000001,31.54,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-19 12:25:20.000,-120.17099999999999,32.248,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-21 02:47:17.000,-119.619,32.205,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-21 12:05:40.000,-120.303,32.057,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-27 02:37:13.000,-120.781,33.141,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-27 12:37:05.000,-120.98000000000002,32.843,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-29 12:15:42.000,-120.31200000000001,33.667,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-08-29 12:29:51.000,-120.249,33.495,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-04 02:34:56.000,-119.85399999999998,32.369,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-12 02:59:32.000,-121.67599999999999,33.445,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-13 02:32:27.000,-120.90199999999999,33.232,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-14 02:13:38.000,-120.97,33.484,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-14 12:39:40.000,-120.781,33.583,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-17 12:01:45.000,-120.935,33.328,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-20 02:03:59.000,-120.37299999999999,33.127,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-23 02:18:18.000,-121.049,33.997,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-25 12:11:34.000,-121.70400000000001,35.576,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-26 02:49:33.000,-121.77800000000002,35.67,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-28 02:07:25.000,-122.56900000000002,36.574,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-09-28 02:22:24.000,-122.375,36.472,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00837",1999-10-01 02:37:50.000,-123.39100000000002,38.196,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-09 13:55:37.000,-122.50200000000001,34.382,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-10 14:57:34.000,-120.53199999999998,34.155,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-13 14:09:58.000,-120.751,34.133,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-14 15:11:40.000,-120.507,33.997,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-16 14:40:44.000,-120.607,34.129,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-18 15:19:06.000,-120.72800000000001,34.146,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-23 15:07:35.000,-120.826,34.307,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-25 14:36:55.000,-120.94799999999998,34.474,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-28 13:33:18.000,-120.85500000000002,34.596,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-28 14:57:32.000,-120.85399999999998,34.579,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-28 22:23:55.000,-120.994,34.68,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-29 14:47:14.000,-121.332,34.854,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-30 14:29:38.000,-120.89100000000002,34.63,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-10-31 01:45:53.000,-120.99799999999999,34.65,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-01 13:36:01.000,-120.96699999999998,34.495,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-01 15:13:52.000,-121.566,35.043,"Z",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-03 11:29:22.000,-120.39600000000002,34.752,"B",2,"argos-doppler-shift",true
"1999CA-Bmu-00838",1999-11-04 01:59:16.000,-120.608,34.662,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-05 01:35:08.000,-120.91300000000001,34.624,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-05 15:24:18.000,-120.816,34.566,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-06 15:14:37.000,-120.624,34.482,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-06 22:18:16.000,-120.561,34.735,"B",2,"argos-doppler-shift",true
"1999CA-Bmu-00838",1999-11-07 02:14:12.000,-120.935,34.636,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-07 22:13:27.000,-120.80599999999998,34.63,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-08 14:25:43.000,-121.09300000000002,34.505,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-09 14:05:04.000,-120.41899999999998,34.241,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-09 15:30:25.000,-120.457,34.204,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-10 13:44:53.000,-119.72800000000001,34.091,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-11 02:27:35.000,-119.583,34.075,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-11 14:44:24.000,-119.114,33.877,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-12 02:19:37.000,-118.87,33.877,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-12 11:29:55.000,-118.761,33.86,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-13 14:13:24.000,-119.00900000000001,33.959,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-14 11:06:25.000,-117.96600000000001,33.45,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-15 14:56:01.000,-117.469,32.801,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-16 02:12:36.000,-117.31299999999999,32.264,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-16 14:38:37.000,-117.14100000000002,31.888,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-17 01:51:13.000,-116.939,31.48,"1",5,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-18 21:43:39.000,-115.80799999999999,29.711,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-23 15:20:59.000,-115.14699999999999,27.004,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-23 22:25:59.000,-114.936,26.862,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-25 14:40:32.000,-113.654,25.886,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-26 01:51:17.000,-113.36700000000002,25.701,"2",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-27 10:21:29.000,-112.92099999999999,25.667,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-28 13:42:08.000,-112.51400000000001,25.157,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-28 15:07:30.000,-113.583,25.065,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-11-29 14:54:26.000,-111.929,24.219,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-01 11:15:03.000,-112.785,24.099,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-04 02:13:01.000,-111.094,23.186,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-04 10:43:37.000,-111.035,23.17,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-04 14:39:20.000,-110.852,23.118,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-05 10:28:37.000,-110.512,23.098,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-06 13:52:25.000,-109.952,22.574,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-06 21:38:46.000,-109.99099999999999,22.651,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-08 14:48:34.000,-109.04399999999998,22.721,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-09 11:25:32.000,-110.114,23.528,"Z",4,"argos-doppler-shift",true
"1999CA-Bmu-00838",1999-12-09 14:28:33.000,-108.953,23.133,"0",7,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-10 14:12:41.000,-109.27600000000001,23.169,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-11 11:03:23.000,-108.12799999999999,23.63,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-11 15:21:46.000,-108.963,23.816,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-14 14:13:41.000,-109.11000000000001,24.725,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-14 21:49:46.000,-109.64699999999999,25.056,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-19 11:09:53.000,-108.76499999999999,26.158,"B",2,"argos-doppler-shift",true
"1999CA-Bmu-00838",1999-12-20 10:59:19.000,-109.47300000000001,26.08,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-20 15:25:30.000,-108.851,26.091,"B",2,"argos-doppler-shift",true
"1999CA-Bmu-00838",1999-12-21 10:50:45.000,-110.178,25.992,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-21 15:03:27.000,-110.293,25.901,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-23 01:50:02.000,-110.041,25.531,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-23 10:26:24.000,-109.768,25.545,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-24 15:33:57.000,-110.27199999999999,25.973,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-26 02:21:48.000,-109.87900000000002,25.393,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-26 14:44:59.000,-109.46100000000001,25.44,"Z",5,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-27 01:58:46.000,-109.576,25.369,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-28 22:30:06.000,-109.297,24.612,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-29 15:24:57.000,-109.22399999999999,24.963,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",1999-12-30 10:48:30.000,-109.25900000000001,25.245,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-01 10:24:05.000,-109.59199999999998,25.185,"Z",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-02 15:33:03.000,-109.74700000000001,25.408,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-04 11:34:39.000,-110.452,25.779,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-04 14:46:27.000,-110.465,25.79,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-05 11:20:07.000,-110.75299999999999,26.056,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-05 14:23:20.000,-110.64699999999999,26.1,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-05 14:27:02.000,-110.72,26.07,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-07 22:16:50.000,-111.445,26.969,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-09 14:36:28.000,-111.695,27.409,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-10 01:49:49.000,-111.543,27.293,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-11 15:31:55.000,-111.13999999999999,27.307,"1",4,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-13 14:46:46.000,-111.02100000000002,27.58,"0",7,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-14 01:58:56.000,-111.14100000000002,27.562,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-14 11:16:51.000,-111.16399999999999,27.54,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-15 22:26:26.000,-111.406,27.527,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-16 13:40:59.000,-111.57,27.577,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-16 15:22:50.000,-111.56900000000002,27.516,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-16 22:15:40.000,-111.261,27.493,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-17 02:33:15.000,-111.767,27.493,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-17 10:41:52.000,-111.642,27.572,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-17 14:56:47.000,-111.66899999999998,27.521,"1",6,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-17 21:58:39.000,-112.21800000000002,27.399,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-18 02:13:09.000,-111.624,27.38,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-18 14:37:16.000,-111.70499999999998,27.414,"A",3,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-18 21:52:28.000,-111.774,27.197,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-19 14:10:36.000,-111.61700000000002,27.27,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-20 10:09:01.000,-111.56700000000001,27.468,"B",2,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-20 15:33:38.000,-111.686,27.458,"0",5,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-21 15:10:26.000,-111.832,27.576,"0",4,"argos-doppler-shift",
"1999CA-Bmu-00838",2000-01-23 14:22:53.000,-111.882,27.777,"B",2,"argos-doppler-shift",
